用户ID,死因,最后一条微博发布时间,评论时间,时间差,评论者姓名,评论内容,Tree_Hole,Whaling_Wall,Not_Related
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-07-08 09:17:13,2304.0,快樂衝浪五百年,昨天晚上我的一群朋友和他现女友的一群朋友对骂起来了 我不知道为什么 还是特别不开心☹️骂也没有用 他又不会回来,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-06-23 00:56:10,2289.0,xwdsj,我妈说我做人失败 我觉得这是我活了二十多年以来最认同她的话了,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-06-15 13:31:48,2281.0,·Liyn,下辈子如果又不幸为人  我希望是个坏人  是自私的人,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-02-17 04:42:37,2163.0,而後拔劍自刎,我怎么有资格去社交呢,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-12-22 21:52:38,2106.0,一直呆在云上,想结束 特别想,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-03 10:37:43,1996.0,没话说你可以不说的,我是不是太自信了,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-05-21 23:42:08,1891.0,56ever,我以为爱可以填满人生的遗憾  而制造更多遗憾的  偏偏是爱,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-05-19 04:19:07,1889.0,小白杨可爱,好想去大山里躲起来，任何人都找不到我,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-05-18 23:58:43,1888.0,whrvgo,今天不开心，我能去死一死吗,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-05-16 09:36:14,1886.0,Kamiiihara,我不爱哭的 我太孤独了 偶尔被朋友想起我想去看画展的事我竟然会掖着被子偷偷哭起来,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-04-22 15:13:10,1862.0,Dominik_kk,你整天在做梦说自己会好其实根本不会,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-04-20 19:40:33,1860.0,Komolov,你发这条微博的时候 是你在世界上的倒数第二天,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-04-18 20:49:49,1858.0,福建Jennie分妮,等高中毕业了自己赚钱自己去医院治病,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-04-16 02:44:17,1856.0,HEY1Katrina,我也想去死一死 付出了最大的善良收获了最多的恶意 没有朋友也没有家。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-03-28 12:51:19,1837.0,MOSHIYA,我觉得我不需要朋友 不需要亲密接触了 因为每个人都会在那瞎出主意 而我其实只要抡起枕头砸下去发泄一顿就可以了 跟事情无关 就是情绪,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-03-21 16:58:07,1830.0,你读的技术,饭饭，想问你一件事：灵魂有意识吗？感觉世上有灵魂的存在,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-03-07 20:46:36,1816.0,啊鱼啊呀,我想30岁之前去死,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-03-02 18:15:54,1811.0,猪头翼爱吃肉,是我怂，我不知道该怎么回答你的问题。你问我，还回来吗？还回去吗，我也问我自己。没有人知道，去年初夏我决定要走的时候就没打算再回去了。我逃离了人生中最害怕的地方，并且这辈子都不打算回去了。如果这样告诉你，你大概也不会多说什么，只是这意味着我们下一次再见面不知会是何时了，我不想伤害你,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-02-28 17:24:57,1809.0,悲伤贩卖机,我也开始期待 一个全新的环境会不会给糟糕的现状带来一点改观,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2016-09-21 09:44:46,1649.0,梨花是随便摘的,想过无数次死前要做什么😁,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2016-09-07 21:06:49,1635.0,吾终身与汝交一臂而失之,不知道还有什么能拉我一把,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-06-26 03:38:12,3388.0,少烦小葵,我很怕一个人 但我表现的什么都无所谓 其实背地里我才是那个心碎一万次的拉胯b,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-06-26 03:34:05,3388.0,少烦小葵,如果也有人愿意一直陪着我就好了,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-06-26 03:29:47,3388.0,再也不乱改,我好像生错时代了 我不会人际交往 或许我是投胎错物种了 我应该当一个石头 深山里的石头 身上长满青苔也没关系,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-06-15 16:11:01,3377.0,绝望的戈尔巴乔,活着到底是为了什么？,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-06-12 18:10:47,3374.0,Endlessly-,只是舍曲林真的好难吃啊，要依靠药物维持生活和生命，好可悲啊,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-05-22 02:40:42,3353.0,故人不识风拂面,活着到底是为了什么啊,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2020-11-26 21:10:27,3176.0,二十一岁纯情小妈,我的性格好像很不适合在这个社会上生存,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2020-11-13 17:43:42,3163.0,BEASLAYER,讨厌收到消息，讨厌接电话。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2020-10-09 22:26:33,3128.0,BEASLAYER,人类可真恶心,0,0,1
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2020-06-19 15:16:26,3016.0,桥本Q崽,我又爱他，我又觉得好脏，我碎成两瓣了。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2020-04-03 00:10:05,2938.0,秋梨与我,太焦虑了 你好像把焦虑传染给了我,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-12-26 23:35:20,2840.0,养一只猴子看夕阳,走饭 带我一起走吧,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-12-26 20:23:29,2840.0,心悦衫岫痕,但是我一直都在期待意外,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-12-05 17:41:53,2819.0,夢境失眠實錄,就算是死我也要漂亮的死去,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-09-07 19:32:52,2730.0,棉棉和夕夕是鹿鹿的猫,走饭 你那边今天也是休息日吗 天使不用飞来飞去的工作 可以躺在云朵上捏棉花糖,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-08-31 01:12:01,2723.0,三水与岳,饭饭 我会加油 会勇敢面对我的人生,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-07-05 21:33:25,2666.0,小飞侠1874,钱能解决百分之九十九的烦恼，要是有钱就好了。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-06-09 01:40:06,2640.0,Ruby_setfree,我也太厉害了，能把身边的人伤害个遍,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-05-09 13:32:35,2609.0,北居予南,小饭，我可能真的要奔溃了，本来想毕业后开始新的生活，寻找自己想要的生活方式，可是我现在连能不能毕业都是问题，读了那么久的书，强迫自己做不喜欢的事，读了两年不喜欢的专业，上了近一年的班，连一张毕业文凭也拿不到，我这些年的委屈和气都白受了，这二十一年的生活就是个笑话，永远被人耻笑,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-03-24 11:10:22,2563.0,鬼怪鱼鱼鱼,沉浸在腐朽中掙脫不開 沉入海底就好,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-03-22 21:33:09,2561.0,叶枭枭枭子,只是很委屈,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-03-20 15:57:24,2559.0,桑要做椰子,你真的很勇敢，如果我也能抛开一切多好。被束缚的喘不过气来，不上也不下的人生是真的挺没意思的。可是走了以后却不想因此留下给爱的人创伤，他们如果能懂我，就好了。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-12-25 17:42:19,2474.0,为我的嘀咕做笔录,我讨厌节日,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-11-05 22:50:58,2424.0,连景凉evil,真想一觉无痛长眠。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-10-27 01:03:58,2415.0,极地猪猪丸,我想结婚的，我想要冬天甜蜜的抱抱，我想要一个关于永远的承诺的，真的真的好像要永远，可是我从来不敢想不敢去奢求，活着好累，或者一个人才是解脱,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-08-02 22:36:05,2329.0,小汤山山大王,小生不才，为得姑娘青睐，扰姑娘良久，姑娘莫怪，自此所有爱慕之意止于唇齿，掩于岁月，匿于年华，小生往北走，姑娘不知去往何方，不再打扰姑娘，今生就此别过，望姑娘日后善其身，遇良人，与君欢喜乘，暖色度余生。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-07-10 11:18:28,2306.0,豌豆公主草莓子,有没有无痛脑流啊,0,0,1
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-04-09 12:05:03,2214.0,m1koH,太难过了 实在是太丧了,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-04-05 21:29:54,2210.0,走了我一个人,这世界已经疯了,0,0,1
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-03-31 21:05:16,2205.0,橘淮为栀,坏了，最近又开始魔障了，魔障到连你的祭日都忘了，头好痛,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-03-29 02:47:34,2203.0,Mr林志,前天亲眼目睹大车碾小车直接至小车司机死亡，今晚回来路上又眼睁睁看着大车碾过大妈的电动车也碾过她，十几吨的生铁活活把血肉之躯就按在了那里，我他吗狂按喇叭，下车就打120，还是晚了，🙏我要加买保险，很怕，怕自己哪天一走了之父母怎么办。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-03-28 00:22:47,2201.0,小辣椒疯子,投了那么多简历，好多都石沉大海了。好不容易有个很看重的，坚持了两轮面试，现在等了快一个星期了也是杳无音信。可能我就是这么废物吧，刚燃起的希望被人浇的稀巴烂走饭，真的好羡慕你能这么勇敢，不用再顾及外界的压力，让自己走得这么舒坦轻松。诺大的宇宙，又不是我想来的，为什么又走不了呢,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-03-19 01:05:25,2193.0,Mr林志,听闻爱情，十有九悲,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-02-25 17:39:08,2171.0,Acicice,孤独的人到哪都孤独,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-01-27 11:50:24,2142.0,不想醒的小鱼,怎么办每一天都是煎熬希望有人能够拯救我或者自己解脱,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-01-22 00:28:12,2136.0,我好娇弱呀,生活中的很多事情都是好无奈的，我每天都会在画纸上写下 别说话别说话 我错了我错了 有时候看着镜子突然也会说出对不起对不起。以前在学校一个很黑暗对走廊里，我会想，黑暗就是我，我就是黑暗。我享受着与黑暗融为一体的感觉，却又畏惧黑暗中闪着绿光的眼睛。我好怕。我没有病。我只是好怕。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-01-09 18:31:48,2124.0,这一定是你一生唯一一次,你们还好吗，我很不好 我难过极了,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-11-04 00:24:23,2057.0,一沧沧沧,大学什么狗屁人际关系都是恶心，所以我才无限怀念高中的日子，想回去啊,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-19 00:52:25,2012.0,沈成精,失眠是个大问题 我知道谁也帮不了我,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-08-27 23:27:17,1989.0,Tatiary,饭 我真的太不懂事了。那些奢侈的梦 我一辈子也不应该开口的。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-08-03 21:08:34,1965.0,而後拔劍自刎,怎么走出来 怎么看开 怎么不要想多 怎么开心 到底该怎么做啊 喂,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-06-08 19:13:15,1909.0,一沧沧沧,一想到自己还活着就恶心，对自己感觉恶心到不行，恨不得马上去世，死说容易也容易说难也难，要是可以飞速无痛去世我现在就可以死。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-06-08 19:10:02,1909.0,一沧沧沧,成绩出不出来我都知道结果了，只是高考也不会有绝对的公平，是大人们太天真了还是孩子们太阴暗了其实都不重要了，7.23那天如果心情依旧down到极点我就自杀。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-06-08 19:07:26,1909.0,一沧沧沧,连情绪都藏不住一点，感觉自己真是没有用，我消失掉就好了，真的。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-06-05 03:08:35,1906.0,一沧沧沧,目前来看，安眠+烧炭是最好的办法,0,0,1
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-05-18 23:58:59,1888.0,whrvgo,还有多少人记得你呢，还有多少人记得我呢,1,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-05-12 21:06:29,1882.0,王山止,梦到自已面对死亡，被人拿枪指着，我们讨论了是从正面开枪还是后面开枪，被子弹击中是躺下好还是趴下好。我走过长廊，走到他最佳射击点，我怕了。我不想死了。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-05-11 22:58:34,1881.0,猪头翼爱吃肉,有些人真是非常搞笑了 评估的重度不代表你就是重度抑郁症 重度都在医院里关着 别老嚷嚷着我有重度抑郁症 躺在病床上的患者听到要笑死的,0,0,1
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-06-17 10:12:10,3379.0,临安听楼,早上  在等公交车的时候想 要是我能在这个雨天意外去世就好了  这一天一天真的太漫长了  痛苦到没有尽头,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-05-21 06:51:25,3352.0,Postcode_CFXX,饭饭，我好像成为不了有用的人啊,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-05-13 23:10:45,3344.0,大壮dazhuang521,我在等一场意外的死亡，然后含笑去见孟婆。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-01-26 00:20:12,3236.0,野树ii,下辈子 希望你投胎在一个有爱的家庭里,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2020-06-19 00:09:28,3015.0,醒醒去外面玩吧,我希望我爸妈一点都不在乎我，我就可以决绝地离开，可悲地是我熬得很难受每天都要劝自己不要那么极端做出那么大逆不道的事,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-12-27 08:44:59,2841.0,像梦里面啊,如果有人可以看见我这条微博。如果你们有难过悲伤想找人诉说却无人诉说，那么请来像我倾诉吧，世界很美好，很美好。我希望你们都可以感受到世界的美好。因为你们都是我真心希望可以快乐的人啊,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-11-29 00:29:03,2812.0,-馨serena-,昨天问妈妈，那些自杀的人，是想开了还是想不开呢。妈妈沉默了一些，直视我的眼睛，说实话那时候我不敢和她对视，她说：大概是想不开的吧，大概是他们的妈妈没有给他们做好吃的。 然后顿了好大一会儿问我，今晚想吃什么？大概我现在还完整的站在这，都是因为怕你难过吧，妈妈……,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-09-10 15:06:45,2733.0,镜明月留,今天你有回家吗饭饭 是不是还能找到回家的路啊,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-08-01 01:54:23,2693.0,是少女哇,这么久了。你是我们的最大树洞吧,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-07-13 03:01:12,2674.0,Yeeloksoursad,班群里没有我，舍友自己开的群也没有我，大家在现实里都玩得这么好，为什么背地里却这样对我？我已经很努力很努力去迎合大家了，可为什么她们好像都在处处提防我,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-05-24 12:35:52,2624.0,万宇婕,走饭，我在想如果我一死了之，我最对不起谁，不是爸爸妈妈，和至亲好友，而是我自己，不小心把自己搞丢，真的是最要命的，满嘴胡话谎言，没有人知道你笑容背后的失落难过，喜欢睡觉是因为，再无疾苦抑郁烦恼，但也再无希望，仅此而已,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-04-28 21:26:49,2598.0,疯长头发不长个儿,图片评论,0,0,1
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2019-03-17 20:26:35,2556.0,Endlessly-,“你自身最大的缺点是什么” “我自身”,0,0,1
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-12-27 21:35:04,2476.0,Ruby_setfree,我不想疯，也不想死，想好好的，做一个正常的人,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-12-24 12:38:26,2473.0,-HD-W,走饭，你的大号不能评论了，是不是以后我们就没有树洞了。,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-09-18 13:55:01,2376.0,今天鱼崽也很困,啊啊啊啊啊啊今天在心理课上老师放出了饭饭的微博截图，让我们做饭饭的心理研究。瞬间眼泪就想落下来。你凭什么打扰饭饭啊,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-08-17 23:09:26,2344.0,Yousayitwasme,最近已经忍不住说话会透露死这个字了 好像死亡对我来说是轻而易举的事 我妈说了 让我别拿这个威胁她 我死了对她和我爸没有任何影响 我哪里想威胁她 大概是我太想死了 控制不住我的嘴,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-06-15 16:53:51,2281.0,普普的pudding,饭啊，活着真的挺累的，我不想回家，不想和朋友们联系，想自己一个人躲起来，和所有人断绝所有联系,1,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-04-14 22:50:05,2219.0,撒撒的女人从不服输,得病之后，衡量事物的好坏只有一个标准，我开心就好，至于怎么开心，那就看心情了,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-03-17 13:03:21,2191.0,CFBDSIR2I49,2012.3.17——2018.3.17,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-03-04 17:46:06,2178.0,迈迈夫人,死后我会自己主持葬礼，不要白话不要白布，那样让人看着很恐怖很诡异！我会为自己录一段是视频。大家好，当你们看到这个视频时候也许我已经躺在那里安详的睡着不想看到爱我的人和我爱的人流泪也许爱我的人无法来送别也请你们开心活着请放一首快乐的歌曲谢谢大家来参加这个我的葬礼谢谢大家吃好喝好,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2018-02-18 23:02:48,2164.0,Time__Capsule,我虚岁27了 今天又被七大姑八大姨催婚 我心中苦涩 一个破碎的我如何去承担一个家庭的责任 我害怕 我还没准备好 自己的生活都还一团糟 也许我压根就不信会有人会爱上我还能爱一辈子,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2021-07-12 23:48:21,3404.0,Endlessly-,每天死的人那么多，为什么不能算上我一个,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-12 01:33:45,2005.0,是热水i,我跟你讲，我养了两只狗，现在觉得自己特伟大，我再也没有想过离开这个世界的想法，至少它俩都还活着，它们需要我，你那时候也该养一个的，狗特别乖特别乖,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-11 20:38:22,2004.0,一沧沧沧,不想碰到麻烦的事可是全都是麻烦的事…银行卡被吞账户挂失钱用不了买的东西破损卖家退款也不配合…这个世界在跟我作对？好累啊放过我吧,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-11 10:12:15,2004.0,透明黑夜天空,饭，为何这个世界如此险恶。。,1,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-10 02:47:54,2003.0,兔子痞老板,饭饭我真没勇气好羡慕你,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-10 00:12:58,2002.0,凌晨四点零四分_,明明奔波了一天了  很累  可还是睡不着  可能是有人在想我吧  还好你看不到我们这些废话了  不然你一定会很烦恼,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-09 20:09:25,2002.0,札夭,饭饭你能带我回家吗,0,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-09 10:16:45,2002.0,yy最爱阳崽,刷牙我想死，洗脸我想死，走在路上我想死，整理行李我想死，这个世界是个黑白的世界，现到如今我连嗅觉都消失了。,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-09 02:53:13,2002.0,早晚睡个饱,就想到，妳走了也有幾年了吧，現在人們勉勵我這種人哦，還是 Life is hard and it is even harder if you are stupid 這種話咧。很好笑，也很好哭，啊我真是很弱啊⋯⋯,1,1,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-09 01:44:38,2002.0,Eleanor_曦,晚上看就想哭 就会哭 停不下来的哭,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-08 23:49:45,2001.0,又是三更,好累 比之更甚的是伤心,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-08 22:50:02,2001.0,太阳下班了_,这两天真的过得像屎一样,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-08 22:11:04,2001.0,一沧沧沧,就算是过去还是要被人发现，也不确定未来不会再发生…,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-08 19:21:30,2001.0,明年叫什么呢嘻嘻,饭，27楼摔到地面要几秒啊,0,0,1
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-08 18:57:42,2001.0,awesome-Jessie,我好累啊开学第一个星期刚进家门口就憋不住哭了 我真的好累好累,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-08 18:24:04,2001.0,第六只袜子,现在在出租车上 吹着风好舒服,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-08 18:23:21,2001.0,第六只袜子,说了一大堆 有点释怀了,1,0,0
醒醒我们回家了-走饭小号,抑郁症/自杀,2012-03-17 00:51:00,2017-09-08 18:23:07,2001.0,第六只袜子,哈哈哈 我真的有病诶,1,0,0
头发有点儿杵脖子,抑郁症/自杀,2020-09-29 19:33:00,2020-09-30 09:25:49,0.0,_OrangeFishE_,是要找的。不是不尊重她的意愿，是往往没人能笃定什么是真正的【意愿】，她的文字里有着温暖的告别和美好的祝愿，说不定内心很深处有着强烈的期待，而感知系统却崩塌了。所以哪怕一点点挽救的可能性都不应该放弃。如果事件是最坏结果那祝她如愿漂亮自由；如果还有希望，希望这希望能撕开她的茧透进光。,1,0,0
头发有点儿杵脖子,抑郁症/自杀,2020-09-29 19:33:00,2020-09-30 05:18:22,0.0,YANIEIL,最后生还是死，我都祝福你。,0,1,0
头发有点儿杵脖子,抑郁症/自杀,2020-09-29 19:33:00,2020-09-29 23:55:18,0.0,最想和马佳一起猜成语,我甚至能体会到“风往哪儿吹，我往哪儿去”的快乐心情，在之前的某个阶段，甚至是现在，我也会时不时的产生这个念头，博主写的那些话就好像世界上一个另一个勇敢的我，做出了我不敢做的事情。但是，我也在想会不会我们坚持一下，再坚持一下，就会度过黎明前的黑暗呢？毕竟这是属于你的独一无二的人生啊,1,0,0
头发有点儿杵脖子,抑郁症/自杀,2020-09-29 19:33:00,2020-09-30 01:40:36,0.0,李软意,对不起，我共情了。半夜看到微博哭得不成人形。小姐姐，处在抑郁里的时候，我们就是会很脆弱，会被情绪带着走，我们想摆脱那种痛苦，会觉得自己想通了，会想着一了百了算了。但是我们再坚强一次好不好？再给美丽勇敢的妈妈一个爱的拥抱好不好？,1,0,0
头发有点儿杵脖子,抑郁症/自杀,2020-09-29 19:33:00,2020-09-29 23:16:03,0.0,王企鹅只想过平静安逸的生活,我把情况梳理下：我7:40左右发现这条微博，当时立即向深圳警方报警。但警方查到阿杵一个多月前就已经搬走了。她曾对朋友说回辽宁老家，但她朋友后面联系到阿杵妈妈，妈妈并没有见到她。现在查到她最近到过成都，她朋友已经向成都警方报警了。现在距离发布已经四个小时了。,1,0,0
头发有点儿杵脖子,抑郁症/自杀,2020-09-29 19:33:00,2020-09-30 13:05:20,0.0,七七今天也睡不醒,希望你可以像我一样好起来 可以吗,0,1,0
头发有点儿杵脖子,抑郁症/自杀,2020-09-29 19:33:00,2020-09-30 09:08:57,0.0,第三重-无相,再等一等，好吗？,0,1,0
头发有点儿杵脖子,抑郁症/自杀,2020-09-29 19:33:00,2020-09-30 01:05:39,0.0,水树清和_,我曾经也写过差不多的话吧，也不知道为什么大家都有这样的共通点：达不到父母的期望、不想给任何人添麻烦、认为自己无足轻重……如果你还有机会看到后续，我想说你会好起来的，你还有下一个阶段。当然如果你没能挺过这个阶段，也祝福你，你安全自由了。,1,0,0
